,Rank,Year,Country,In-Game Name,Player Name,Total (Year),Total (Overall),Game,# of Tournaments
84,85.,2019,Italy,Andrea Mengucci,Andrea Mengucci,"$310,800.00","$332,300.00",Andrea Mengucci - Magic: The Gathering Arena Player,10
85,86.,2019,United States,Arcitys,Alec Sanderson,"$310,114.00","$1,114,054.09","Alec ""Arcitys"" Sanderson - Call of Duty Player",49
86,87.,2019,United States,aBeZy,Tyler Pharris,"$310,114.00","$1,084,280.68","Tyler ""aBeZy"" Pharris - Call of Duty Player",42
87,88.,2019,United States,Prestinni,Preston Sanderson,"$305,875.00","$611,973.43","Preston ""Prestinni"" Sanderson - Call of Duty Player",33
88,89.,2019,Pakistan,SumaiL,Sumail Hassan,"$305,310.40","$3,818,084.01","Sumail ""SumaiL"" Hassan - Dota 2 Player",74
89,90.,2019,Russian Federation,RAMZES666,Roman Kushnarev,"$304,153.73","$1,793,796.92","Roman ""RAMZES666"" Kushnarev - Dota 2 Player",82
90,91.,2019,"Korea, Republic of",Dark,"Park, Ryung Woo","$295,487.95","$854,160.39","Park ""Dark"" Ryung Woo - StarCraft II Player",163
91,92.,2019,United States,Simp,Christopher Lehr,"$288,500.00","$1,044,953.33","Christopher ""Simp"" Lehr - Call of Duty Player",37
92,93.,2019,Austria,Tschiiinken,Thomas Hörak,"$288,112.94","$326,176.94","Thomas ""Tschiiinken"" Hörak - Fortnite Player",25
93,94.,2019,Norway,Hunterace,Casper Notto,"$285,026.00","$343,120.34","Casper ""Hunterace"" Notto - Hearthstone Player",34
94,95.,2019,Germany,Mo_aubameyang,Mohammed Harkous,"$277,000.00","$372,854.53","Mohammed ""Mo_aubameyang"" Harkous - FIFA Player",28
95,96.,2019,Russian Federation,Solo,Alexei Berezin,"$276,553.73","$1,783,725.61","Alexei ""Solo"" Berezin - Dota 2 Player",95
96,97.,2019,Philippines,Eyyou,Nico Barcelon,"$274,720.40","$397,072.94","Nico ""Eyyou"" Barcelon - Dota 2 Player",26
97,98.,2019,"Taiwan, Republic of China",Last Guardian,"Wu, Huai-Yong","$274,032.86","$274,032.86","Wu ""Last Guardian"" Huai-Yong - TEPPEN Player",1
98,99.,2019,Russian Federation,RodjER,Vladimir Nikogosyan,"$268,153.73","$1,348,741.13","Vladimir ""RodjER"" Nikogosyan - Dota 2 Player",59
99,100.,2019,Russian Federation,ubah,Ivan Kapustin,"$268,125.00","$396,601.18","Ivan ""ubah"" Kapustin - PUBG Player",33
0,1.,2020,Norway,DrNykterstein,Sven Magnus Carlsen,"$510,586.52","$843,791.60","Sven Magnus ""DrNykterstein"" Carlsen - chess24 Player",52
1,2.,2020,China,Adou,"Jiang, Tao","$484,965.73","$526,163.18","Jiang ""Adou"" Tao - Arena of Valor Player",7
2,3.,2020,China,NuanYang,"Lin, Heng","$484,965.73","$518,002.95","Lin ""NuanYang"" Heng - Arena of Valor Player",6
3,4.,2020,China,ShenRen,"Ma, Tengfei","$484,965.73","$518,002.95","Ma ""ShenRen"" Tengfei - Arena of Valor Player",6
4,5.,2020,China,QianShi,"Zhou, Kuan","$484,965.73","$500,277.06","Zhou ""QianShi"" Kuan - Arena of Valor Player",5
5,6.,2020,China,ShiJiu,"Chen, Runzhi","$484,965.73","$500,277.06","Chen ""ShiJiu"" Runzhi - Arena of Valor Player",5
6,7.,2020,United States,Clayster,James Eubanks,"$383,950.00","$1,198,021.68","James ""Clayster"" Eubanks - Call of Duty Player",130
7,8.,2020,United States,C6,Ian Porter,"$368,200.00","$1,333,092.80","Ian ""C6"" Porter - Call of Duty Player",165
8,9.,2020,Canada,iLLeY,Indervir Dhaliwal,"$358,625.00","$549,053.33","Indervir ""iLLeY"" Dhaliwal - Call of Duty Player",41
9,10.,2020,United States,Shotzzy,Anthony Cuevas-Castro,"$351,625.00","$753,275.00","Anthony ""Shotzzy"" Cuevas-Castro - Call of Duty Player",47
10,11.,2020,Saudi Arabia,Huke,Cuyler Garland,"$347,375.00","$683,685.58","Cuyler ""Huke"" Garland - Call of Duty Player",83
11,12.,2020,United States,Hikaru,Hikaru Nakamura,"$329,644.58","$470,830.11","Hikaru ""Hikaru"" Nakamura - Chess.com Player",99
12,13.,2020,Brazil,PVDDR,Paulo Damo da Rosa,"$300,000.00","$395,300.00","Paulo ""PVDDR"" Damo da Rosa - Magic: The Gathering Arena Player",8
13,14.,2020,United States,Cellium,McArthur Jovel,"$256,550.00","$828,923.93","McArthur ""Cellium"" Jovel - Call of Duty Player",45
14,15.,2020,China,XingY,"Li, Yuhao","$251,377.93","$306,113.77","Li ""XingY"" Yuhao - Arena of Valor Player",6
15,16.,2020,China,YZ,"Liu, Tianhao","$251,377.93","$306,113.77","Liu ""YZ"" Tianhao - Arena of Valor Player",6
16,17.,2020,United States,Simp,Christopher Lehr,"$250,708.33","$1,044,953.33","Christopher ""Simp"" Lehr - Call of Duty Player",37
17,18.,2020,United States,Priestahh,Preston Greiner,"$249,212.51","$609,279.18","Preston ""Priestahh"" Greiner - Call of Duty Player",47
18,19.,2020,United States,GMWSO,Wesley So,"$246,180.48","$444,737.71","Wesley ""GMWSO"" So - chess24 Player",25
19,20.,2020,China,paraboy,"Zhu, Bojun","$245,586.24","$516,398.58","Zhu ""paraboy"" Bojun - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",10
20,21.,2020,United States,aBeZy,Tyler Pharris,"$243,025.01","$1,084,280.68","Tyler ""aBeZy"" Pharris - Call of Duty Player",42
21,22.,2020,China,QingQ,"Wu, Jinxiang","$239,030.80","$437,858.80","Wu ""QingQ"" Jinxiang - Arena of Valor Player",5
22,23.,2020,United States,MajorManiak,Michael Szymaniak,"$228,833.33","$448,812.49","Michael ""MajorManiak"" Szymaniak - Call of Duty Player",27
23,24.,2020,Canada,Canadian,Troy Jaroslawski,"$225,200.00","$350,828.57","Troy ""Canadian"" Jaroslawski - Rainbow Six Siege Player",33
24,25.,2020,United States,Bosco,Dylan Bosco,"$225,200.00","$320,750.00","Dylan ""Bosco"" Bosco - Rainbow Six Siege Player",36
25,26.,2020,United States,Rampy,Nathanial Duvall,"$225,200.00","$306,060.00","Nathanial ""Rampy"" Duvall - Rainbow Six Siege Player",32
26,27.,2020,United States,Fultz,Alec Fultz,"$225,200.00","$283,966.67","Alec ""Fultz"" Fultz - Rainbow Six Siege Player",27
27,28.,2020,United States,Thinkingnade,Javier Escamila,"$224,200.00","$300,730.00","Javier ""Thinkingnade"" Escamila - Rainbow Six Siege Player",31
28,29.,2020,Slovenia,TaySon,Tai Starčič,"$212,870.00","$436,323.54","Tai ""TaySon"" Starčič - Fortnite Player",40
29,30.,2020,Japan,glory,Sato Kenta,"$211,750.00","$255,550.00","Sato ""glory"" Kenta - Hearthstone Player",27
30,31.,2020,"Korea, Republic of",Rogue,"Lee, Byung Ryul","$207,383.24","$950,577.74","Lee ""Rogue"" Byung Ryul - StarCraft II Player",186
31,32.,2020,Finland,Matumbaman,Lasse Urpalainen,"$203,588.00","$4,507,889.04","Lasse ""Matumbaman"" Urpalainen - Dota 2 Player",80
32,33.,2020,Estonia,Puppey,Clement Ivanov,"$203,588.00","$3,607,594.23","Clement ""Puppey"" Ivanov - Dota 2 Player",136
33,34.,2020,Sweden,Zai,Ludwig Wåhlberg,"$203,588.00","$3,266,749.02","Ludwig ""Zai"" Wåhlberg - Dota 2 Player",106
34,35.,2020,Jordan,YapzOr,Yazied Jaradat,"$203,588.00","$2,276,218.67","Yazied ""YapzOr"" Jaradat - Dota 2 Player",62
35,36.,2020,Poland,Nisha,Michał Jankowski,"$203,588.00","$1,676,373.71","Michał ""Nisha"" Jankowski - Dota 2 Player",58
36,37.,2020,Canada,Zayt,Williams Aubin,"$191,114.76","$1,327,731.42","Williams ""Zayt"" Aubin - VALORANT Player",65
37,38.,2020,China,33Svan,"Wu, Hongsen","$190,837.32","$272,229.82","Wu ""33Svan"" Hongsen - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
38,39.,2020,Germany,JannisZ,Jannis Matwin,"$185,070.00","$328,332.42","Jannis ""JannisZ"" Matwin - Fortnite Player",41
39,40.,2020,China,Su,"Feng, Shujie","$180,837.32","$270,092.32","Feng ""Su"" Shujie - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",8
40,41.,2020,China,Hasaki,"Wu, Chunjian","$180,837.32","$255,092.32","Wu ""Hasaki"" Chunjian - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",7
41,42.,2020,China,Xinhe,"Li, He","$180,837.32","$255,092.32","Li ""Xinhe"" He - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",7
42,43.,2020,China,QingChen,"Zhang, Youquan","$180,837.32","$187,962.32","Zhang ""QingChen"" Youquan - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",5
43,44.,2020,Denmark,Bubzkji,Lucas Andersen,"$174,100.00","$308,329.19","Lucas ""Bubzkji"" Andersen - CS:GO Player",54
44,45.,2020,United States,Scump,Seth Abner,"$173,125.00","$1,068,005.35","Seth ""Scump"" Abner - Call of Duty Player",162
45,46.,2020,China,Yinuo,"Xu, Bicheng","$171,061.20","$313,432.01","Xu ""Yinuo"" Bicheng - Arena of Valor Player",8
46,47.,2020,China,XiaoYing,"Tang, Jiajie","$171,061.20","$285,260.34","Tang ""XiaoYing"" Jiajie - Arena of Valor Player",6
47,48.,2020,China,Ice,"Tang, Tian","$171,061.20","$274,652.34","Tang ""Ice"" Tian - Arena of Valor Player",5
48,49.,2020,China,Six,"Xu, Yiran","$171,061.20","$245,634.02","Xu ""Six"" Yiran - Arena of Valor Player",23
49,50.,2020,China,Qinian,"Wen, Zheng","$171,061.20","$171,061.20","Wen ""Qinian"" Zheng - Arena of Valor Player",3
50,51.,2020,China,Order,"Ceng, Zehai","$169,916.24","$445,867.47","Ceng ""Order"" Zehai - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",8
51,52.,2020,China,coolboy,"Zeng, Ronghua","$169,916.24","$440,728.58","Zeng ""coolboy"" Ronghua - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
52,53.,2020,"Taiwan, Republic of China",Jimmy,"Xu, Yinjun","$169,916.24","$440,728.58","Xu ""Jimmy"" Yinjun - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
53,54.,2020,"Taiwan, Republic of China",King,"Lin, Yien","$169,916.24","$383,202.47","Lin ""King"" Yien - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",6
54,55.,2020,United States,Envoy,Dylan Hannon,"$168,033.33","$368,779.16","Dylan ""Envoy"" Hannon - Call of Duty Player",45
55,56.,2020,United States,FabianoCaruana,Fabiano Caruana,"$164,135.17","$180,888.78","Fabiano ""FabianoCaruana"" Caruana - chess24 Player",17
56,57.,2020,United States,Arcitys,Alec Sanderson,"$164,091.66","$1,114,054.09","Alec ""Arcitys"" Sanderson - Call of Duty Player",49
57,58.,2020,China,JiuC,"Cao, Zhishun","$159,751.93","$283,834.89","Cao ""JiuC"" Zhishun - Arena of Valor Player",5
58,59.,2020,China,XiangJun,"Ceng, Xiangjun","$159,751.93","$224,610.53","Ceng ""XiangJun"" Xiangjun - Arena of Valor Player",4
59,60.,2020,United Kingdom,Wolfiez,Jaden Ashman,"$159,551.40","$1,344,978.07","Jaden ""Wolfiez"" Ashman - Fortnite Player",38
60,61.,2020,"Korea, Republic of",smurf,"Yoo, Myeong Hwan","$157,222.22","$348,295.27","Yoo ""smurf"" Myeong Hwan - Overwatch Player",13
61,62.,2020,United States,Moth,Grant Espe,"$157,222.22","$346,909.36","Grant ""Moth"" Espe - Overwatch Player",16
62,63.,2020,"Korea, Republic of",ChoiHyoBin,"Choi, Hyo Bin","$157,222.22","$345,768.31","Choi ""ChoiHyoBin"" Hyo Bin - Overwatch Player",17
63,64.,2020,United States,super,Matthew DeLisi,"$157,222.22","$339,059.13","Matthew ""super"" DeLisi - Overwatch Player",24
64,65.,2020,"Korea, Republic of",Rascal,"Kim, Dong Jun","$157,222.22","$337,219.79","Kim ""Rascal"" Dong Jun - Overwatch Player",19
65,66.,2020,"Korea, Republic of",Viol2t,"Park, Min Ki","$157,222.22","$335,012.30","Park ""Viol2t"" Min Ki - Overwatch Player",10
66,67.,2020,"Korea, Republic of",Striker,"Kwon, Nam Joo","$157,222.22","$328,535.35","Kwon ""Striker"" Nam Joo - Overwatch Player",12
67,68.,2020,"Korea, Republic of",Twilight,"Lee, Joo Seok","$157,222.22","$293,502.70","Lee ""Twilight"" Joo Seok - Overwatch Player",14
68,69.,2020,"Korea, Republic of",ANS,"Lee, Seon Chang","$157,222.22","$186,022.96","Lee ""ANS"" Seon Chang - Overwatch Player",9
69,70.,2020,Japan,ta1yo,Sean Henderson,"$156,123.51","$194,827.33","Sean ""ta1yo"" Henderson - Overwatch Player",13
70,71.,2020,United States,FormaL,Matthew Piper,"$155,650.00","$894,532.18","Matthew ""FormaL"" Piper - Call of Duty Player",138
71,72.,2020,China,JackeyLove,"Yu, Wen Bo","$153,074.86","$691,449.64","Yu ""JackeyLove"" Wen Bo - League of Legends Player",17
72,73.,2020,"Taiwan, Republic of China",Karsa,"Hung, Hau Hsuan","$153,074.86","$548,127.12","Hung ""Karsa"" Hau Hsuan - League of Legends Player",32
73,74.,2020,China,Knight,"Zhuo, Ding","$153,074.86","$190,059.29","Zhuo ""Knight"" Ding - League of Legends Player",10
74,75.,2020,China,369,"Bai, Jia Hao","$153,074.86","$182,299.69","Bai ""369"" Jia Hao - League of Legends Player",9
75,76.,2020,China,yuyanjia,"Liang, Jia Yuan","$153,074.86","$153,074.86","Liang ""yuyanjia"" Jia Yuan - League of Legends Player",4
76,77.,2020,China,Beizhai,"Shu, Zhiqi","$151,465.00","$290,431.67","Shu ""Beizhai"" Zhiqi - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player",9
77,78.,2020,Portugal,Marcio Carvalho,Marcio Carvalho,"$150,000.00","$214,900.00",Marcio Carvalho - Magic: The Gathering Arena Player,12
78,79.,2020,"Korea, Republic of",Nuguri,"Jang, Ha Gwon","$148,539.31","$231,023.52","Jang ""Nuguri"" Ha Gwon - League of Legends Player",18
79,80.,2020,"Korea, Republic of",ShowMaker,"Heo, Su","$148,182.22","$325,383.19","Heo ""ShowMaker"" Su - League of Legends Player",19
80,81.,2020,"Korea, Republic of",Canyon,"Kim, Geon Bu","$142,709.61","$322,413.48","Kim ""Canyon"" Geon Bu - League of Legends Player",17
81,82.,2020,"Korea, Republic of",BeryL,"Cho, Geon Hee","$142,709.61","$318,963.10","Cho ""BeryL"" Geon Hee - League of Legends Player",17
82,83.,2020,United States,Prestinni,Preston Sanderson,"$142,000.00","$611,973.43","Preston ""Prestinni"" Sanderson - Call of Duty Player",33
83,84.,2020,United States,Furious,- -,"$141,508.34","$146,908.34","- ""Furious"" - - Fortnite Player",14
84,85.,2020,"Korea, Republic of",Ghost,"Jang, Yong Jun","$139,653.09","$300,865.19","Jang ""Ghost"" Yong Jun - League of Legends Player",16
85,86.,2020,Latvia,YEKINDAR,Mareks Gaļinskis,"$137,100.00","$263,006.37","Mareks ""YEKINDAR"" Gaļinskis - CS:GO Player",60
86,87.,2020,France,Andilex,Alexandre Christophe,"$134,900.00","$279,457.51","Alexandre ""Andilex"" Christophe - Fortnite Player",54
87,88.,2020,United States,HusKerrs,Jordan Thomas,"$134,545.01","$370,512.38","Jordan ""HusKerrs"" Thomas - Call of Duty Player",103
88,89.,2020,Denmark,sjuush,Rasmus Beck,"$128,700.00","$297,863.09","Rasmus ""sjuush"" Beck - CS:GO Player",55
89,90.,2020,Denmark,acoR,Frederik Gyldstrand,"$128,700.00","$229,634.72","Frederik ""acoR"" Gyldstrand - CS:GO Player",61
90,91.,2020,Denmark,roejJ,Fredrik Jørgensen,"$128,700.00","$193,842.44","Fredrik ""roejJ"" Jørgensen - CS:GO Player",45
91,92.,2020,Kazakhstan,Qikert,Alexey Golubev,"$128,100.00","$379,404.13","Alexey ""Qikert"" Golubev - CS:GO Player",82
92,93.,2020,Russian Federation,Jame,Ali Dzhami,"$128,100.00","$377,117.72","Ali ""Jame"" Dzhami - CS:GO Player",78
93,94.,2020,Uzbekistan,SANJI,Sanjar Kuliev,"$128,100.00","$325,242.42","Sanjar ""SANJI"" Kuliev - CS:GO Player",66
94,95.,2020,Kazakhstan,Buster,Timur Tulepov,"$126,850.00","$380,784.13","Timur ""Buster"" Tulepov - CS:GO Player",81
95,96.,2020,United States,Rush,Will Wierzba,"$125,400.00","$622,016.00","Will ""Rush"" Wierzba - CS:GO Player",122
96,97.,2020,Denmark,k0nfig,Kristian Wienecke,"$125,400.00","$446,105.81","Kristian ""k0nfig"" Wienecke - CS:GO Player",103
97,98.,2020,Denmark,blameF,Benjamin Bremer,"$125,400.00","$188,736.08","Benjamin ""blameF"" Bremer - CS:GO Player",53
98,99.,2020,Canada,Htag,- -,"$125,000.00","$129,200.00","- ""Htag"" - - Aim Gods Player",5
99,100.,2020,United States,Aydan,Aydan Conrad,"$124,170.84","$533,273.59","Aydan ""Aydan"" Conrad - Call of Duty Player",143
0,1.,2021,Ukraine,Mira,Miroslaw Kolpakov,"$3,689,072.43","$3,690,111.05","Miroslaw ""Mira"" Kolpakov - Dota 2 Player",18
1,2.,2021,Russian Federation,Miposhka,Yaroslav Naydenov,"$3,687,993.33","$3,932,053.01","Yaroslav ""Miposhka"" Naydenov - Dota 2 Player",76
2,3.,2021,Russian Federation,TORONTOTOKYO,Alexander Khertek,"$3,687,993.33","$3,701,447.22","Alexander ""TORONTOTOKYO"" Khertek - Dota 2 Player",18
3,4.,2021,Russian Federation,CoLLapse,Magomed Halilov,"$3,687,993.33","$3,699,962.59","Magomed ""CoLLapse"" Halilov - Dota 2 Player",22
4,5.,2021,Ukraine,Yatoro,Illya Mulyarchuk,"$3,687,993.33","$3,698,598.91","Illya ""Yatoro"" Mulyarchuk - Dota 2 Player",15
5,6.,2021,China,Ame,"Wang, Chunyu","$1,158,680.00","$3,406,591.07","Wang ""Ame"" Chunyu - Dota 2 Player",56
6,7.,2021,China,y`,Zhang Yiping,"$1,158,680.00","$3,259,674.08","Zhang ""y`"" Yiping - Dota 2 Player",64
7,8.,2021,China,Faith_bian,Zhang Ruida,"$1,158,680.00","$3,241,113.66","Zhang ""Faith_bian"" Ruida - Dota 2 Player",60
8,9.,2021,China,XinQ,Zhao Zixing,"$1,158,680.00","$1,348,372.24","Zhao ""XinQ"" Zixing - Dota 2 Player",40
9,10.,2021,Malaysia,NothingToSay,"Cheng, Jin Xiang","$1,118,780.00","$1,172,676.53","Cheng ""NothingToSay"" Jin Xiang - Dota 2 Player",22
10,11.,2021,Finland,Matumbaman,Lasse Urpalainen,"$742,520.00","$4,507,889.04","Lasse ""Matumbaman"" Urpalainen - Dota 2 Player",80
11,12.,2021,Estonia,Puppey,Clement Ivanov,"$742,520.00","$3,607,594.23","Clement ""Puppey"" Ivanov - Dota 2 Player",136
12,13.,2021,Sweden,Zai,Ludwig Wåhlberg,"$742,520.00","$3,266,749.02","Ludwig ""Zai"" Wåhlberg - Dota 2 Player",106
13,14.,2021,Jordan,YapzOr,Yazied Jaradat,"$742,520.00","$2,276,218.67","Yazied ""YapzOr"" Jaradat - Dota 2 Player",62
14,15.,2021,Poland,Nisha,Michał Jankowski,"$742,520.00","$1,676,373.71","Michał ""Nisha"" Jankowski - Dota 2 Player",58
15,16.,2021,Ukraine,s1mple,Alexander Kostylev,"$732,750.00","$1,418,238.65","Alexander ""s1mple"" Kostylev - CS:GO Player",128
16,17.,2021,Ukraine,B1t,Valeriy Vakhovskiy,"$732,287.50","$748,841.03","Valeriy ""B1t"" Vakhovskiy - CS:GO Player",25
17,18.,2021,Russian Federation,electroNic,Denis Sharipov,"$732,100.00","$1,271,975.33","Denis ""electroNic"" Sharipov - CS:GO Player",87
18,19.,2021,Russian Federation,Boombl4,Kirill Mikhailov,"$732,100.00","$910,849.87","Kirill ""Boombl4"" Mikhailov - CS:GO Player",62
19,20.,2021,Russian Federation,Perfecto,Ilya Zalutskiy,"$732,100.00","$869,887.44","Ilya ""Perfecto"" Zalutskiy - CS:GO Player",45
20,21.,2021,China,XiaoPang,"Li, Daheng","$685,027.78","$685,027.78","Li ""XiaoPang"" Daheng - Arena of Valor Player",2
21,22.,2021,China,Fly,"Peng, Yunfei","$649,152.00","$832,923.35","Peng ""Fly"" Yunfei - Arena of Valor Player",7
22,23.,2021,China,1dao,"Zhong, Letian","$649,152.00","$662,514.13","Zhong ""1dao"" Letian - Arena of Valor Player",2
23,24.,2021,China,fanfan,"Fan, Yang","$649,152.00","$649,152.00","Fan ""fanfan"" Yang - Arena of Valor Player",1
24,25.,2021,China,XiangYu,"Youqi, Cai","$649,152.00","$649,152.00","Youqi ""XiangYu"" Cai - Arena of Valor Player",1
25,26.,2021,China,KaKa,"Hu, Liangzhi","$541,116.40","$2,329,871.24","Hu ""KaKa"" Liangzhi - Dota 2 Player",96
26,27.,2021,China,flyfly,"Jin, Zhiyi","$541,116.40","$731,951.24","Jin ""flyfly"" Zhiyi - Dota 2 Player",38
27,28.,2021,Malaysia,JT-,"Jun Wen, Thiay","$541,116.40","$688,988.39","Jun Wen ""JT-"" Thiay - Dota 2 Player",39
28,29.,2021,Malaysia,Oli,"Chan, Chon Kien","$541,116.40","$668,433.17","Chan ""Oli"" Chon Kien - Dota 2 Player",39
29,30.,2021,China,Emo,"Zhou, Yi","$541,116.40","$649,983.37","Zhou ""Emo"" Yi - Dota 2 Player",35
30,31.,2021,United States,aBeZy,Tyler Pharris,"$515,916.67","$1,084,280.68","Tyler ""aBeZy"" Pharris - Call of Duty Player",42
31,32.,2021,United States,Simp,Christopher Lehr,"$498,500.00","$1,044,953.33","Christopher ""Simp"" Lehr - Call of Duty Player",37
32,33.,2021,United States,Cellium,McArthur Jovel,"$490,100.00","$828,923.93","McArthur ""Cellium"" Jovel - Call of Duty Player",45
33,34.,2021,United States,Arcitys,Alec Sanderson,"$485,850.00","$1,114,054.09","Alec ""Arcitys"" Sanderson - Call of Duty Player",49
34,35.,2021,Australia,TGLTN,James Giezen,"$373,984.75","$410,251.25","James ""TGLTN"" Giezen - PUBG Player",31
35,36.,2021,United States,hwinn,Hunter Winn,"$358,734.75","$445,727.69","Hunter ""hwinn"" Winn - PUBG Player",36
36,37.,2021,United States,Shrimzy,Tristan Nowicky,"$358,734.75","$423,471.44","Tristan ""Shrimzy"" Nowicky - PUBG Player",31
37,38.,2021,United States,M1ME,Austin Scherff,"$358,484.75","$406,258.94","Austin ""M1ME"" Scherff - PUBG Player",25
38,39.,2021,Russian Federation,gpk,Danil Skutin,"$320,620.00","$428,008.24","Danil ""gpk"" Skutin - Dota 2 Player",24
39,40.,2021,Russian Federation,DM,Dmitrii Dorokhin,"$320,620.00","$419,060.92","Dmitrii ""DM"" Dorokhin - Dota 2 Player",20
40,41.,2021,Russian Federation,Nightfall,Egor Grigorenko,"$320,620.00","$410,117.21","Egor ""Nightfall"" Grigorenko - Dota 2 Player",17
41,42.,2021,"Moldova, Republic of",Save-,Vitalie Melnic,"$320,620.00","$410,117.21","Vitalie ""Save-"" Melnic - Dota 2 Player",17
42,43.,2021,Russian Federation,illias,Ilyas Ganeev,"$320,620.00","$375,257.62","Ilyas ""illias"" Ganeev - Dota 2 Player",19
43,44.,2021,China,eLeVeN,Ren Yangwei,"$314,214.60","$1,527,424.47","Ren ""eLeVeN"" Yangwei - Dota 2 Player",67
44,45.,2021,China,Ori,"Zeng, Jiaoyang","$314,214.60","$1,146,410.89","Zeng ""Ori"" Jiaoyang - Dota 2 Player",53
45,46.,2021,China,Dy,"Ding, Cong","$314,214.60","$910,636.51","Ding ""Dy"" Cong - Dota 2 Player",39
46,47.,2021,China,pyw,"Xiong, Jiahan","$314,214.60","$551,246.47","Xiong ""pyw"" Jiahan - Dota 2 Player",32
47,48.,2021,China,poyoyo,"Yang, Shaohan","$314,214.60","$332,895.39","Yang ""poyoyo"" Shaohan - Dota 2 Player",20
48,49.,2021,Norway,DrNykterstein,Sven Magnus Carlsen,"$303,446.64","$843,791.60","Sven Magnus ""DrNykterstein"" Carlsen - chess24 Player",52
49,50.,2021,United Kingdom,Insight,Jamie Craven,"$294,250.00","$337,732.26","Jamie ""Insight"" Craven - Call of Duty Player",35
50,51.,2021,United Kingdom,Cammy,Cameron McKilligan,"$291,000.00","$406,075.00","Cameron ""Cammy"" McKilligan - Call of Duty Player",21
51,52.,2021,Denmark,CleanX,Tobias Jønsson,"$286,000.00","$369,801.87","Tobias ""CleanX"" Jønsson - Call of Duty Player",18
52,53.,2021,United Kingdom,Bance,Ben Bance,"$285,000.00","$590,742.44","Ben ""Bance"" Bance - Call of Duty Player",49
53,54.,2021,Kazakhstan,HObbit,Abay Khasenov,"$283,697.08","$560,714.58","Abay ""HObbit"" Khasenov - CS:GO Player",78
54,55.,2021,Russian Federation,nafany,Vladislav Gorshkov,"$283,697.08","$372,667.25","Vladislav ""nafany"" Gorshkov - CS:GO Player",47
55,56.,2021,Russian Federation,sh1ro,Dmitry Sokolov,"$283,697.08","$372,667.25","Dmitry ""sh1ro"" Sokolov - CS:GO Player",47
56,57.,2021,Russian Federation,Ax1Le,Sergey Rykhtorov,"$283,697.08","$370,503.61","Sergey ""Ax1Le"" Rykhtorov - CS:GO Player",48
57,58.,2021,Russian Federation,interz,Timofey Yakushin,"$283,697.08","$370,109.67","Timofey ""interz"" Yakushin - CS:GO Player",47
58,59.,2021,United States,Kickstart,Matt Smith,"$279,643.00","$309,895.44","Matt ""Kickstart"" Smith - PUBG Player",32
59,60.,2021,China,NoFear,"Yang, Tao","$272,276.00","$304,063.73","Yang ""NoFear"" Tao - Arena of Valor Player",5
60,61.,2021,China,JiuK,"Wang, Tao","$272,276.00","$285,638.13","Wang ""JiuK"" Tao - Arena of Valor Player",4
61,62.,2021,China,QingRong,"Huang, Yaoqin","$272,276.00","$285,638.13","Huang ""QingRong"" Yaoqin - Arena of Valor Player",4
62,63.,2021,Philippines,KuKU,Kuku Palad,"$271,880.00","$982,344.63","Kuku ""KuKU"" Palad - Dota 2 Player",54
63,64.,2021,Indonesia,Xepher,Kenny Deo,"$271,880.00","$350,563.71","Kenny ""Xepher"" Deo - Dota 2 Player",36
64,65.,2021,Philippines,Karl,Karl Jayme,"$271,880.00","$309,480.00","Karl ""Karl"" Jayme - Dota 2 Player",21
65,66.,2021,Indonesia,Whitemon,Matthew Filemon,"$271,880.00","$294,970.00","Matthew ""Whitemon"" Filemon - Dota 2 Player",23
66,67.,2021,Thailand,23savage,Nuengnara Teeramahanon,"$270,646.67","$311,146.67","Nuengnara ""23savage"" Teeramahanon - Dota 2 Player",19
67,68.,2021,China,BaiShou,"Qingyou, Fang","$268,138.73","$293,847.99","Qingyou ""BaiShou"" Fang - Arena of Valor Player",4
68,69.,2021,China,PengP,"Jiapeng, Lu","$268,138.73","$293,847.99","Jiapeng ""PengP"" Lu - Arena of Valor Player",4
69,70.,2021,China,QingF,"Zhou, Du","$268,138.73","$293,847.99","Zhou ""QingF"" Du - Arena of Valor Player",4
70,71.,2021,China,MengLan,"Junlan, Peng","$268,138.73","$281,500.86","Junlan ""MengLan"" Peng - Arena of Valor Player",3
71,72.,2021,China,AGai,"Tingpu, Yang","$268,138.73","$280,485.86","Tingpu ""AGai"" Yang - Arena of Valor Player",3
72,73.,2021,Canada,Shinboi,Nolan Burdick,"$267,455.50","$281,531.50","Nolan ""Shinboi"" Burdick - PUBG Player",31
73,74.,2021,United States,Poonage,Brent Mullany,"$267,455.50","$277,590.25","Brent ""Poonage"" Mullany - PUBG Player",26
74,75.,2021,United States,Roth,Dylan Short,"$260,518.00","$284,520.78","Dylan ""Roth"" Short - PUBG Player",21
